CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,segment
13710.0,32,8,180.48,4,1,1,41,promising
13711.0,219,13,252.06,1,1,2,11,hibernating
13712.0,247,10,228.84,1,1,1,11,hibernating
13715.0,281,105,1079.34,1,4,4,14,at_Risk
13716.0,269,21,138.28,1,2,1,12,hibernating
13717.0,32,102,1445.01,4,4,4,44,loyal_customers
13718.0,246,12,306.55,1,1,2,11,hibernating
13719.0,15,60,1041.68,4,4,4,44,loyal_customers
13720.0,117,43,799.9,2,3,3,23,at_Risk
13721.0,36,28,524.14,3,2,3,32,about_to_sleep
13722.0,132,85,2375.41,2,4,5,24,at_Risk
13723.0,217,6,199.85000000000002,1,1,1,11,hibernating
13725.0,50,104,1980.56,3,4,4,34,loyal_customers
13726.0,39,42,1079.6599999999999,3,3,4,33,need_attention
13727.0,29,20,333.48,4,2,2,42,potential_loyalists
13728.0,37,63,1016.14,3,4,4,34,loyal_customers
13730.0,136,43,752.6,2,3,3,23,at_Risk
13731.0,219,38,610.59,1,3,3,13,at_Risk
13732.0,28,33,491.86,4,3,3,43,potential_loyalists
13735.0,25,196,2885.2400000000002,4,5,5,45,loyal_customers
13736.0,5,191,731.9,5,5,3,55,champions
13737.0,200,30,339.59999999999997,1,3,2,13,at_Risk
13739.0,18,3,216.9,4,1,1,41,promising
13740.0,241,23,350.75,1,2,2,12,hibernating
13741.0,72,34,668.4300000000001,3,3,3,33,need_attention
13742.0,17,321,3131.02,4,5,5,45,loyal_customers
13743.0,3,41,1341.6,5,3,4,53,potential_loyalists
13744.0,95,72,1156.36,2,4,4,24,at_Risk
13745.0,162,25,300.04,2,2,2,22,hibernating
13747.0,374,1,79.6,1,1,1,11,hibernating
13748.0,96,28,948.25,2,2,4,22,hibernating
13750.0,54,24,1647.26,3,2,4,32,about_to_sleep
13751.0,288,9,296.25,1,1,2,11,hibernating
13752.0,124,76,1186.28,2,4,4,24,at_Risk
13753.0,288,35,741.26,1,3,3,13,at_Risk
13754.0,152,12,282.59999999999997,2,1,2,21,hibernating
13755.0,4,342,2161.35,5,5,5,55,champions
13756.0,2,142,5189.52,5,5,5,55,champions
13758.0,12,117,3190.55,5,4,5,54,champions
13759.0,33,25,659.4100000000001,4,2,3,42,potential_loyalists
13760.0,54,57,286.79,3,3,2,33,need_attention
13761.0,50,70,1070.65,3,4,4,34,loyal_customers
13762.0,219,7,306.72,1,1,2,11,hibernating
13763.0,63,15,1714.96,3,2,4,32,about_to_sleep
13764.0,71,208,1521.76,3,5,4,35,loyal_customers
13767.0,2,368,17220.36,5,5,5,55,champions
13769.0,2,135,2796.51,5,5,5,55,champions
13771.0,64,119,2634.45,3,4,5,34,loyal_customers
13772.0,34,177,1132.13,3,5,4,35,loyal_customers
13774.0,82,22,345.0,2,2,2,22,hibernating
13777.0,1,197,25977.16,5,5,5,55,champions
13778.0,103,9,178.7,2,1,1,21,hibernating
13780.0,7,57,360.01,5,3,2,53,potential_loyalists
13781.0,251,17,127.84,1,2,1,12,hibernating
13782.0,13,115,912.0,5,4,3,54,champions
13784.0,10,31,2462.79,5,3,5,53,potential_loyalists
13786.0,367,7,230.39999999999998,1,1,1,11,hibernating
13787.0,76,31,309.04,2,3,2,23,at_Risk
13790.0,4,45,348.8,5,3,2,53,potential_loyalists
13791.0,128,11,1516.0,2,1,4,21,hibernating
13792.0,66,13,195.55,3,1,1,31,about_to_sleep
13798.0,1,349,37153.85,5,5,5,55,champions
13799.0,117,39,688.86,2,3,3,23,at_Risk
13800.0,310,33,558.32,1,3,3,13,at_Risk
13801.0,67,23,324.8,3,2,2,32,about_to_sleep
13802.0,139,60,4599.42,2,4,5,24,at_Risk
13803.0,255,17,277.07,1,2,2,12,hibernating
13804.0,31,137,2635.79,4,5,5,45,loyal_customers
13805.0,52,13,924.6,3,1,3,31,about_to_sleep
13806.0,64,10,256.38,3,1,2,31,about_to_sleep
13807.0,367,7,112.6,1,1,1,11,hibernating
13808.0,6,76,1747.66,5,4,4,54,champions
13809.0,305,12,155.05,1,1,1,11,hibernating
13810.0,29,35,1499.01,4,3,4,43,potential_loyalists
13811.0,184,13,814.5,1,1,3,11,hibernating
13812.0,42,36,539.0,3,3,3,33,need_attention
13813.0,40,69,1366.8600000000001,3,4,4,34,loyal_customers
13814.0,92,57,1579.12,2,3,4,23,at_Risk
13815.0,22,176,4027.36,4,5,5,45,loyal_customers
13816.0,24,28,571.6700000000001,4,2,3,42,potential_loyalists
13817.0,29,24,382.98,4,2,2,42,potential_loyalists
13819.0,302,36,1140.35,1,3,4,13,at_Risk
13821.0,145,59,385.64,2,4,2,24,at_Risk
13822.0,6,96,632.0,5,4,3,54,champions
13823.0,19,40,957.66,4,3,4,43,potential_loyalists
13824.0,33,46,1698.94,4,3,4,43,potential_loyalists
13826.0,176,10,189.5,2,1,1,21,hibernating
13827.0,58,93,412.05,3,4,2,34,loyal_customers
13828.0,22,15,209.49,4,2,1,42,potential_loyalists
13831.0,16,74,2202.99,4,4,5,44,loyal_customers
13832.0,19,3,52.199999999999996,4,1,1,41,promising
13833.0,159,29,384.8,2,2,2,22,hibernating
13835.0,25,55,834.57,4,3,3,43,potential_loyalists
13837.0,212,19,271.24,1,2,2,12,hibernating
13838.0,6,174,691.73,5,5,3,55,champions
13841.0,253,1,85.0,1,1,1,11,hibernating
13842.0,59,206,3385.62,3,5,5,35,loyal_customers
13844.0,11,20,361.62,5,2,2,52,potential_loyalists
13845.0,65,9,312.98,3,1,2,31,about_to_sleep
13846.0,25,55,865.0600000000001,4,3,3,43,potential_loyalists
13848.0,92,5,1255.0,2,1,4,21,hibernating
13849.0,52,101,1537.95,3,4,4,34,loyal_customers
13850.0,129,93,1595.48,2,4,4,24,at_Risk
13851.0,96,81,2651.46,2,4,5,24,at_Risk
13853.0,57,23,1090.14,3,2,4,32,about_to_sleep
13854.0,9,110,8109.5199999999995,5,4,5,54,champions
13856.0,169,14,388.5,2,2,2,22,hibernating
13858.0,57,11,216.17,3,1,1,31,about_to_sleep
13859.0,326,28,201.16,1,2,1,12,hibernating
13860.0,1,76,1245.9,5,4,4,54,champions
13862.0,18,139,2209.36,4,5,5,45,loyal_customers
13863.0,248,20,305.78,1,2,2,12,hibernating
13865.0,58,30,501.56,3,3,3,33,need_attention
13866.0,74,7,145.67000000000002,2,1,1,21,hibernating
13867.0,31,61,1015.29,4,4,4,44,loyal_customers
13868.0,7,33,3192.54,5,3,5,53,potential_loyalists
13869.0,123,307,3104.95,2,5,5,25,cant_loose
13870.0,2,115,2770.94,5,4,5,54,champions
13871.0,23,336,6403.25,4,5,5,45,loyal_customers
13873.0,120,23,389.6,2,2,2,22,hibernating
13874.0,358,18,540.45,1,2,3,12,hibernating
13875.0,54,104,1786.79,3,4,4,34,loyal_customers
13876.0,64,7,122.7,3,1,1,31,about_to_sleep
13877.0,86,3,117.24,2,1,1,21,hibernating
13878.0,55,36,1281.53,3,3,4,33,need_attention
13880.0,21,165,3219.77,4,5,5,45,loyal_customers
13881.0,4,178,17159.52,5,5,5,55,champions
13882.0,3,65,1191.13,5,4,4,54,champions
13883.0,11,142,2674.48,5,5,5,55,champions
13884.0,7,59,787.6,5,4,3,54,champions
13885.0,189,28,506.8,1,2,3,12,hibernating
13886.0,71,16,243.56,3,2,1,32,about_to_sleep
13887.0,204,19,349.55,1,2,2,12,hibernating
13888.0,120,40,605.63,2,3,3,23,at_Risk
13889.0,93,15,416.90000000000003,2,2,2,22,hibernating
13890.0,1,110,1883.8100000000002,5,4,4,54,champions
13892.0,27,27,632.97,4,2,3,42,potential_loyalists
13893.0,298,21,821.1,1,2,3,12,hibernating
13894.0,24,27,564.62,4,2,3,42,potential_loyalists
13895.0,28,118,2593.07,4,4,5,44,loyal_customers
13897.0,50,17,311.16,3,2,2,32,about_to_sleep
13898.0,326,12,155.93,1,1,1,11,hibernating
13899.0,16,19,388.52,4,2,2,42,potential_loyalists
13900.0,183,43,740.95,1,3,3,13,at_Risk
13901.0,72,149,2867.2,3,5,5,35,loyal_customers
13904.0,37,26,332.64,3,2,2,32,about_to_sleep
13908.0,80,122,2369.55,2,5,5,25,cant_loose
13911.0,57,148,2580.91,3,5,5,35,loyal_customers
13914.0,12,33,626.45,5,3,3,53,potential_loyalists
13917.0,50,18,272.04,3,2,2,32,about_to_sleep
13918.0,50,30,1212.8400000000001,3,3,4,33,need_attention
13919.0,59,28,384.81,3,2,2,32,about_to_sleep
13922.0,352,7,172.25,1,1,1,11,hibernating
13923.0,54,20,351.13,3,2,2,32,about_to_sleep
13924.0,2,117,1838.8500000000001,5,4,4,54,champions
13925.0,93,41,678.25,2,3,3,23,at_Risk
13926.0,23,11,223.85000000000002,4,1,1,41,promising
13927.0,75,21,348.99,2,2,2,22,hibernating
13928.0,11,27,464.57,5,2,2,52,potential_loyalists
13929.0,169,9,842.65,2,1,3,21,hibernating
13930.0,58,17,337.34,3,2,2,32,about_to_sleep
13931.0,96,58,1237.53,2,3,4,23,at_Risk
13932.0,295,16,307.4,1,2,2,12,hibernating
13933.0,109,23,608.7900000000001,2,2,3,22,hibernating
13934.0,264,31,922.1,1,3,3,13,at_Risk
13936.0,180,26,376.58,1,2,2,12,hibernating
13937.0,169,9,158.85,2,1,1,21,hibernating
13938.0,35,7,71.66,3,1,1,31,about_to_sleep
13939.0,23,45,568.55,4,3,3,43,potential_loyalists
13940.0,17,49,839.14,4,3,3,43,potential_loyalists
13941.0,22,45,5112.96,4,3,5,43,potential_loyalists
13946.0,79,11,561.5699999999999,2,1,3,21,hibernating
13947.0,65,5,90.6,3,1,1,31,about_to_sleep
13948.0,361,3,102.0,1,1,1,11,hibernating
13949.0,3,160,2427.32,5,5,5,55,champions
13950.0,11,35,745.06,5,3,3,53,potential_loyalists
13951.0,176,39,674.45,2,3,3,23,at_Risk
13952.0,218,137,3251.071,1,5,5,15,cant_loose
13953.0,7,20,3515.68,5,2,5,52,potential_loyalists
13954.0,2,25,439.92,5,2,2,52,potential_loyalists
13955.0,154,33,322.96,2,3,2,23,at_Risk
13956.0,5,152,1026.42,5,5,4,55,champions
13959.0,79,92,598.2,2,4,3,24,at_Risk
13960.0,21,12,230.22,4,1,1,41,promising
13962.0,22,11,169.55,4,1,1,41,promising
13963.0,308,35,664.54,1,3,3,13,at_Risk
13967.0,146,2,80.7,2,1,1,21,hibernating
13969.0,7,626,9053.94,5,5,5,55,champions
13971.0,19,149,2758.26,4,5,5,45,loyal_customers
13972.0,71,15,190.25,3,2,1,32,about_to_sleep
13973.0,287,11,264.7,1,1,2,11,hibernating
13974.0,49,28,413.59000000000003,3,2,2,32,about_to_sleep
13975.0,31,338,2526.28,4,5,5,45,loyal_customers
13976.0,207,10,357.98,1,1,2,11,hibernating
13978.0,15,15,196.79000000000002,4,2,1,42,potential_loyalists
13979.0,73,54,869.87,2,3,3,23,at_Risk
13980.0,60,11,200.14,3,1,1,31,about_to_sleep
13982.0,39,111,1871.81,3,4,4,34,loyal_customers
13983.0,30,107,2603.43,4,4,5,44,loyal_customers
13984.0,27,16,920.51,4,2,3,42,potential_loyalists
13985.0,4,349,7060.13,5,5,5,55,champions
13986.0,17,13,320.46,4,1,2,41,promising
13988.0,20,234,4147.96,4,5,5,45,loyal_customers
13989.0,66,41,1266.08,3,3,4,33,need_attention
13990.0,213,16,311.3,1,2,2,12,hibernating
13991.0,12,84,855.97,5,4,3,54,champions
13992.0,30,5,76.8,4,1,1,41,promising
13993.0,43,121,3466.36,3,4,5,34,loyal_customers
13994.0,4,155,2313.14,5,5,5,55,champions
13995.0,15,86,1393.69,4,4,4,44,loyal_customers
13999.0,10,208,3901.81,5,5,5,55,champions
14000.0,211,15,635.66,1,2,3,12,hibernating
14001.0,46,39,2043.0800000000002,3,3,4,33,need_attention
14002.0,134,47,529.73,2,3,3,23,at_Risk
14004.0,43,171,4582.64,3,5,5,35,loyal_customers
14005.0,10,84,2874.72,5,4,5,54,champions
14006.0,116,30,962.19,2,3,4,23,at_Risk
14009.0,198,42,695.61,1,3,3,13,at_Risk
14012.0,278,11,328.8,1,1,2,11,hibernating
14013.0,110,34,473.02,2,3,2,23,at_Risk
14014.0,77,39,505.18,2,3,3,23,at_Risk
14015.0,53,20,917.34,3,2,3,32,about_to_sleep
14016.0,162,161,4341.21,2,5,5,25,cant_loose
14019.0,47,66,1421.61,3,4,4,34,loyal_customers
14020.0,17,39,642.8,4,3,3,43,potential_loyalists
14021.0,155,22,631.9,2,2,3,22,hibernating
14022.0,225,28,440.0,1,2,2,12,hibernating
14023.0,7,31,584.07,5,3,3,53,potential_loyalists
14024.0,122,16,327.7,2,2,2,22,hibernating
14027.0,61,6,104.82,3,1,1,31,about_to_sleep
14029.0,63,15,467.66,3,2,2,32,about_to_sleep
14030.0,18,243,2360.09,4,5,5,45,loyal_customers
14031.0,7,250,17286.86,5,5,5,55,champions
14032.0,2,143,2975.59,5,5,5,55,champions
14034.0,22,89,651.8199999999999,4,4,3,44,loyal_customers
14035.0,29,66,1428.02,4,4,4,44,loyal_customers
14036.0,285,38,626.65,1,3,3,13,at_Risk
14037.0,176,28,147.20000000000002,2,2,1,22,hibernating
14038.0,78,92,1560.38,2,4,4,24,at_Risk
14039.0,33,6,152.2,4,1,1,41,promising
14040.0,41,235,3614.92,3,5,5,35,loyal_customers
14041.0,266,21,141.41,1,2,1,12,hibernating
14044.0,27,209,652.82,4,5,3,45,loyal_customers
14045.0,109,6,1659.75,2,1,4,21,hibernating
14046.0,284,14,154.99,1,2,1,12,hibernating
14047.0,9,32,1308.6100000000001,5,3,4,53,potential_loyalists
14048.0,305,85,409.93,1,4,2,14,at_Risk
14049.0,17,488,5681.72,4,5,5,45,loyal_customers
14050.0,32,54,746.36,4,3,3,43,potential_loyalists
14051.0,1,210,15610.390000000001,5,5,5,55,champions
14052.0,20,56,225.36,4,3,1,43,potential_loyalists
14053.0,124,4,260.25,2,1,2,21,hibernating
14054.0,65,6,92.46,3,1,1,31,about_to_sleep
14055.0,106,10,725.6400000000001,2,1,3,21,hibernating
14056.0,1,1106,8214.65,5,5,5,55,champions
14057.0,24,284,6217.96,4,5,5,45,loyal_customers
14059.0,267,8,183.6,1,1,1,11,hibernating
14060.0,5,202,6140.42,5,5,5,55,champions
14062.0,10,111,10464.85,5,4,5,54,champions
14064.0,29,80,1353.74,4,4,4,44,loyal_customers
14066.0,267,7,152.55,1,1,1,11,hibernating
14067.0,64,52,374.7,3,3,2,33,need_attention
14068.0,320,24,265.85,1,2,2,12,hibernating
14071.0,4,324,1438.82,5,5,4,55,champions
14073.0,32,13,151.04,4,1,1,41,promising
14075.0,5,43,942.26,5,3,3,53,potential_loyalists
14076.0,129,46,122.47,2,3,1,23,at_Risk
14077.0,41,42,499.41999999999996,3,3,3,33,need_attention
14078.0,102,65,1049.37,2,4,4,24,at_Risk
14079.0,125,12,375.1,2,1,2,21,hibernating
14080.0,33,4,45.599999999999994,4,1,1,41,promising
14081.0,302,153,934.52,1,5,3,15,cant_loose
14082.0,365,29,182.25,1,2,1,12,hibernating
14083.0,4,181,1018.43,5,5,4,55,champions
14085.0,2,450,4448.54,5,5,5,55,champions
14087.0,3,69,194.42,5,4,1,54,champions
14088.0,10,589,50491.81,5,5,5,55,champions
14089.0,57,14,161.0,3,2,1,32,about_to_sleep
14090.0,325,1,76.32000000000001,1,1,1,11,hibernating
14092.0,8,214,4076.91,5,5,5,55,champions
14093.0,12,105,442.85,5,4,2,54,champions
14096.0,4,5111,65164.79,5,5,5,55,champions
14098.0,37,21,147.35,3,2,1,32,about_to_sleep
14099.0,16,250,3104.17,4,5,5,45,loyal_customers
14100.0,138,26,194.9,2,2,1,22,hibernating
14101.0,74,35,5976.79,2,3,5,23,at_Risk
14102.0,5,79,1360.28,5,4,4,54,champions
14104.0,155,21,216.20999999999998,2,2,1,22,hibernating
14105.0,239,74,1266.23,1,4,4,14,at_Risk
14107.0,52,123,2703.23,3,5,5,35,loyal_customers
14108.0,31,34,597.91,4,3,3,43,potential_loyalists
14109.0,73,9,144.2,2,1,1,21,hibernating
14110.0,4,155,5683.15,5,5,5,55,champions
14111.0,14,10,692.85,4,1,3,41,promising
14112.0,23,160,2915.15,4,5,5,45,loyal_customers
14113.0,4,34,1840.42,5,3,4,53,potential_loyalists
14114.0,274,15,386.53,1,2,2,12,hibernating
14116.0,20,72,1382.74,4,4,4,44,loyal_customers
14117.0,144,3,90.0,2,1,1,21,hibernating
14121.0,4,159,2780.15,5,5,5,55,champions
14124.0,84,5,419.58000000000004,2,1,2,21,hibernating
14125.0,11,167,2740.43,5,5,5,55,champions
14126.0,8,15,706.1300000000001,5,2,3,52,potential_loyalists
14127.0,123,44,709.71,2,3,3,23,at_Risk
14128.0,61,46,637.5,3,3,3,33,need_attention
14129.0,2,52,1123.8600000000001,5,3,4,53,potential_loyalists
14130.0,319,67,483.86,1,4,2,14,at_Risk
14132.0,2,200,3586.0299999999997,5,5,5,55,champions
14133.0,130,28,605.64,2,2,3,22,hibernating
14135.0,2,134,4690.31,5,5,5,55,champions
14138.0,2,47,982.3800000000001,5,3,4,53,potential_loyalists
14139.0,46,26,415.82,3,2,2,32,about_to_sleep
14140.0,4,66,935.05,5,4,3,54,champions
14141.0,3,40,915.13,5,3,3,53,potential_loyalists
14142.0,373,22,311.81,1,2,2,12,hibernating
14143.0,134,7,115.8,2,1,1,21,hibernating
14145.0,47,11,3742.2,3,1,5,31,about_to_sleep
14146.0,9,210,4191.0,5,5,5,55,champions
14147.0,78,5,483.4,2,1,2,21,hibernating
14148.0,234,3,157.2,1,1,1,11,hibernating
14149.0,221,28,446.62,1,2,2,12,hibernating
14150.0,36,26,658.64,3,2,3,32,about_to_sleep
14152.0,75,49,621.29,2,3,3,23,at_Risk
14154.0,239,52,1345.62,1,3,4,13,at_Risk
14155.0,266,6,118.75,1,1,1,11,hibernating
14156.0,10,1400,117379.63,5,5,5,55,champions
14157.0,20,48,432.88,4,3,2,43,potential_loyalists
14158.0,40,41,507.66,3,3,3,33,need_attention
14159.0,20,1204,4693.01,4,5,5,45,loyal_customers
14161.0,216,108,1110.52,1,4,4,14,at_Risk
14162.0,174,25,289.36,2,2,2,22,hibernating
14163.0,87,52,2445.91,2,3,5,23,at_Risk
14164.0,71,29,1631.77,3,2,4,32,about_to_sleep
14165.0,276,25,122.53999999999999,1,2,1,12,hibernating
14167.0,39,52,574.84,3,3,3,33,need_attention
14171.0,98,58,363.79,2,3,2,23,at_Risk
14173.0,11,29,450.84,5,2,2,52,potential_loyalists
14174.0,33,26,134.46,4,2,1,42,potential_loyalists
14175.0,60,149,3222.3,3,5,5,35,loyal_customers
14176.0,297,31,576.9000000000001,1,3,3,13,at_Risk
14177.0,86,42,559.41,2,3,3,23,at_Risk
14178.0,9,327,1620.93,5,5,4,55,champions
14179.0,41,165,719.78,3,5,3,35,loyal_customers
14180.0,11,240,4748.52,5,5,5,55,champions
14184.0,67,24,452.89,3,2,2,32,about_to_sleep
14185.0,331,3,197.65,1,1,1,11,hibernating
14188.0,31,65,2054.36,4,4,4,44,loyal_customers
14189.0,2,265,4654.08,5,5,5,55,champions
14191.0,2,259,4684.76,5,5,5,55,champions
14193.0,68,42,853.39,3,3,3,33,need_attention
14194.0,5,579,11349.52,5,5,5,55,champions
14195.0,202,7,1012.0,1,1,4,11,hibernating
14196.0,107,6,335.52,2,1,2,21,hibernating
14198.0,18,39,701.4,4,3,3,43,potential_loyalists
14199.0,218,2,185.39999999999998,1,1,1,11,hibernating
14201.0,60,37,747.44,3,3,3,33,need_attention
14204.0,2,44,161.03,5,3,1,53,potential_loyalists
14205.0,17,24,466.7,4,2,2,42,potential_loyalists
14206.0,239,20,328.15999999999997,1,2,2,12,hibernating
14208.0,95,10,151.74,2,1,1,21,hibernating
14209.0,11,87,2073.43,5,4,5,54,champions
14210.0,106,102,1905.8400000000001,2,4,4,24,at_Risk
14211.0,53,112,2241.1,3,4,5,34,loyal_customers
14212.0,90,9,1070.48,2,1,4,21,hibernating
14214.0,31,67,1004.38,4,4,4,44,loyal_customers
14215.0,12,108,1789.72,5,4,4,54,champions
14216.0,3,59,1839.3,5,4,4,54,champions
14217.0,2,100,2004.98,5,4,4,54,champions
14218.0,43,12,169.48000000000002,3,1,1,31,about_to_sleep
14219.0,4,7,89.94,5,1,1,51,new_customers
14220.0,247,21,632.4,1,2,3,12,hibernating
14221.0,42,193,3432.8,3,5,5,35,loyal_customers
14222.0,177,41,683.17,2,3,3,23,at_Risk
14223.0,92,60,991.13,2,4,4,24,at_Risk
14224.0,110,118,1050.12,2,4,4,24,at_Risk
14226.0,29,67,2232.19,4,4,5,44,loyal_customers
14227.0,26,175,3350.96,4,5,5,45,loyal_customers
14229.0,52,40,1547.2,3,3,4,33,need_attention
14231.0,184,50,925.71,1,3,3,13,at_Risk
14232.0,43,115,2048.07,3,4,4,34,loyal_customers
14233.0,49,35,1462.72,3,3,4,33,need_attention
14234.0,22,159,775.46,4,5,3,45,loyal_customers
14235.0,75,79,3144.86,2,4,5,24,at_Risk
14236.0,81,15,490.86,2,2,3,22,hibernating
14237.0,373,9,161.0,1,1,1,11,hibernating
14238.0,326,8,146.85,1,1,1,11,hibernating
14239.0,43,112,2380.85,3,4,5,34,loyal_customers
14240.0,30,42,890.34,4,3,3,43,potential_loyalists
14241.0,184,10,213.70000000000002,1,1,1,11,hibernating
14242.0,235,16,280.55,1,2,2,12,hibernating
14243.0,9,141,2588.77,5,5,5,55,champions
14245.0,220,108,1693.45,1,4,4,14,at_Risk
14246.0,111,75,1474.06,2,4,4,24,at_Risk
14247.0,278,20,136.76999999999998,1,2,1,12,hibernating
14248.0,318,8,302.58,1,1,2,11,hibernating
14250.0,7,111,1904.05,5,4,4,54,champions
14251.0,2,78,2879.7000000000003,5,4,5,54,champions
14256.0,260,53,969.0600000000001,1,3,4,13,at_Risk
14257.0,64,106,3099.7200000000003,3,4,5,34,loyal_customers
14258.0,9,111,12669.98,5,4,5,54,champions
14259.0,142,5,120.0,2,1,1,21,hibernating
14261.0,51,52,1163.45,3,3,4,33,need_attention
14262.0,8,143,2618.23,5,5,5,55,champions
14264.0,155,17,333.97,2,2,2,22,hibernating
14265.0,109,31,530.18,2,3,3,23,at_Risk
14267.0,163,55,1516.24,2,3,4,23,at_Risk
14270.0,332,29,492.65000000000003,1,2,3,12,hibernating
14271.0,226,10,112.32,1,1,1,11,hibernating
14272.0,74,33,437.96,2,3,2,23,at_Risk
14273.0,51,29,559.97,3,2,3,32,about_to_sleep
14276.0,99,64,1119.74,2,4,4,24,at_Risk
14277.0,15,225,4216.2,4,5,5,45,loyal_customers
14280.0,197,8,134.04,1,1,1,11,hibernating
14282.0,3,156,3729.34,5,5,5,55,champions
14284.0,31,32,595.25,4,3,3,43,potential_loyalists
14285.0,21,27,1910.01,4,2,4,42,potential_loyalists
14286.0,24,280,4628.75,4,5,5,45,loyal_customers
14287.0,8,9,176.63,5,1,1,51,new_customers
14288.0,213,16,426.6,1,2,2,12,hibernating
14289.0,9,47,911.26,5,3,3,53,potential_loyalists
14290.0,11,101,2314.65,5,4,5,54,champions
14291.0,2,237,3883.25,5,5,5,55,champions
14292.0,8,100,4871.93,5,4,5,54,champions
14293.0,3,61,1046.56,5,4,4,54,champions
14295.0,40,5,166.20000000000002,3,1,1,31,about_to_sleep
14297.0,18,62,1305.33,4,4,4,44,loyal_customers
14298.0,8,1637,51527.3,5,5,5,55,champions
14299.0,8,143,3965.62,5,5,5,55,champions
14300.0,19,3,43.2,4,1,1,41,promising
14301.0,117,13,640.14,2,1,3,21,hibernating
14304.0,223,17,383.45,1,2,2,12,hibernating
14305.0,71,105,1858.96,3,4,4,34,loyal_customers
14306.0,51,33,2093.32,3,3,5,33,need_attention
14307.0,89,180,2995.72,2,5,5,25,cant_loose
14309.0,8,117,2352.53,5,4,5,54,champions
14311.0,243,20,310.26,1,2,2,12,hibernating
14312.0,47,87,1611.59,3,4,4,34,loyal_customers
14314.0,107,8,120.0,2,1,1,21,hibernating
14315.0,45,101,2481.13,3,4,5,34,loyal_customers
14317.0,65,24,508.58000000000004,3,2,3,32,about_to_sleep
14320.0,207,31,477.79,1,3,2,13,at_Risk
14321.0,11,123,1530.75,5,5,4,55,champions
14323.0,115,36,605.0600000000001,2,3,3,23,at_Risk
14326.0,242,8,183.85,1,1,1,11,hibernating
14327.0,163,12,311.65,2,1,2,21,hibernating
14329.0,17,259,5014.84,4,5,5,45,loyal_customers
14331.0,124,28,462.65999999999997,2,2,2,22,hibernating
14332.0,23,26,866.31,4,2,3,42,potential_loyalists
14333.0,68,15,415.2,3,2,2,32,about_to_sleep
14334.0,17,162,2552.21,4,5,5,45,loyal_customers
14335.0,16,63,468.26,4,4,2,44,loyal_customers
14336.0,17,90,1614.91,4,4,4,44,loyal_customers
14338.0,161,31,588.22,2,3,3,23,at_Risk
14339.0,243,14,309.52,1,2,2,12,hibernating
14340.0,219,6,134.7,1,1,1,11,hibernating
14341.0,45,129,2182.28,3,5,5,35,loyal_customers
14342.0,21,21,668.5600000000001,4,2,3,42,potential_loyalists
14344.0,127,71,889.9300000000001,2,4,3,24,at_Risk
14345.0,39,6,108.97999999999999,3,1,1,31,about_to_sleep
14346.0,121,60,1021.58,2,4,4,24,at_Risk
14348.0,260,18,409.57,1,2,2,12,hibernating
14349.0,10,31,133.5,5,3,1,53,potential_loyalists
14350.0,274,18,282.93,1,2,2,12,hibernating
14351.0,165,1,51.0,2,1,1,21,hibernating
14352.0,157,47,1078.96,2,3,4,23,at_Risk
14353.0,215,6,90.6,1,1,1,11,hibernating
14354.0,6,9,163.62,5,1,1,51,new_customers
14355.0,366,11,174.4,1,1,1,11,hibernating
14356.0,80,33,701.23,2,3,3,23,at_Risk
14357.0,43,41,225.77,3,3,1,33,need_attention
14359.0,19,55,912.18,4,3,3,43,potential_loyalists
14360.0,32,118,2128.23,4,4,5,44,loyal_customers
14362.0,22,41,161.2,4,3,1,43,potential_loyalists
14364.0,109,69,3717.35,2,4,5,24,at_Risk
14367.0,8,524,9261.52,5,5,5,55,champions
14368.0,320,8,155.0,1,1,1,11,hibernating
14371.0,295,4,100.5,1,1,1,11,hibernating
14373.0,358,4,76.55,1,1,1,11,hibernating
14375.0,185,75,257.68,1,4,2,14,at_Risk
14377.0,191,11,617.05,1,1,3,11,hibernating
14379.0,44,46,348.1,3,3,2,33,need_attention
14381.0,52,56,202.68,3,3,1,33,need_attention
14382.0,26,131,626.0699999999999,4,5,3,45,loyal_customers
14383.0,38,59,1247.69,3,4,4,34,loyal_customers
14385.0,9,14,202.11,5,2,1,52,potential_loyalists
14386.0,297,7,142.4,1,1,1,11,hibernating
14387.0,33,140,1770.56,4,5,4,45,loyal_customers
14388.0,10,186,3212.84,5,5,5,55,champions
14389.0,65,45,1043.46,3,3,4,33,need_attention
14390.0,10,286,4652.82,5,5,5,55,champions
14393.0,218,5,67.95,1,1,1,11,hibernating
14395.0,2,350,3507.71,5,5,5,55,champions
14396.0,65,73,487.99,3,4,2,34,loyal_customers
14397.0,3,87,2612.96,5,4,5,54,champions
14400.0,149,25,574.7,2,2,3,22,hibernating
14401.0,4,182,4051.48,5,5,5,55,champions
14403.0,130,20,1475.81,2,2,4,22,hibernating
14404.0,34,103,1474.32,3,4,4,34,loyal_customers
14406.0,119,8,156.75,2,1,1,21,hibernating
14407.0,107,73,2157.73,2,4,5,24,at_Risk
14408.0,11,107,2606.53,5,4,5,54,champions
14409.0,71,54,2059.4500000000003,3,3,5,33,need_attention
14410.0,92,193,1105.07,2,5,4,25,cant_loose
14411.0,311,14,1063.0,1,2,4,12,hibernating
14412.0,43,43,770.03,3,3,3,33,need_attention
14413.0,362,23,122.7,1,2,1,12,hibernating
